Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/tests.py,test_dr_team_can_close_exception_with_investigation_results,780,Group,Create,"def test_dr_team_can_close_exception_with_investigation_results(self): ||         # Setup DR Team group and user ||         dr_group = Group.objects.create(name='DR Team') ||         branch = BankBranch.objects.create(branch_code='KMP-001', branch_name='Kampala', status='Active') ||         dr_user = get_user_model().objects.create_user(",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dr_team_can_close_exception_with_investigation_results,781,Group,Create,"def test_dr_team_can_close_exception_with_investigation_results(self): ||         # Setup DR Team group and user ||         dr_group = Group.objects.create(name='DR Team') ||         branch = BankBranch.objects.create(branch_code='KMP-001', branch_name='Kampala', status='Active') ||         dr_user = get_user_model().objects.create_user( ||             username='dr-investigator',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_dr_team_can_close_exception_with_investigation_results,792,Tape,Create,"dr_user.groups.add(dr_group) ||  ||         # Create test data ||         tape = Tape.objects.create( ||             volser='TAPE-CLOSE-001', ||             barcode='BC-CLOSE-001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_dr_team_can_close_exception_with_investigation_results,799,Shipment,Create,"retention_end_date=date(2028, 1, 1), ||             current_location='Vault', ||         ) ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Approved',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_dr_team_can_close_exception_with_investigation_results,810,ShipmentException,Create,"created_by=dr_user, ||         ) ||         shipment.tapes.add(tape) ||         exception = ShipmentException.objects.create( ||             exception_id='EXC-CLOSE-001', ||             shipment=shipment,",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,853,Group,Create,def test_admin_can_approve_close_exception_request(self): ||         # Setup users and groups ||         dr_group = Group.objects.create(name='DR Team') ||         admin_group = Group.objects.create(name='Backup Administrator'),No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,854,Group,Create,"def test_admin_can_approve_close_exception_request(self): ||         # Setup users and groups ||         dr_group = Group.objects.create(name='DR Team') ||         admin_group = Group.objects.create(name='Backup Administrator') ||          ||         branch = BankBranch.objects.create(branch_code='KMP-002', branch_name='Kampala', status='Active')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,856,Group,Create,"dr_group = Group.objects.create(name='DR Team') ||         admin_group = Group.objects.create(name='Backup Administrator') ||          ||         branch = BankBranch.objects.create(branch_code='KMP-002', branch_name='Kampala', status='Active') ||          ||         dr_user = get_user_model().objects.create_user(",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,877,Tape,Create,"admin_user.groups.add(admin_group) ||  ||         # Create exception and close request ||         tape = Tape.objects.create( ||             volser='TAPE-APPROVE-001', ||             barcode='BC-APPROVE-001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,884,Shipment,Create,"retention_end_date=date(2028, 1, 1), ||             current_location='Vault', ||         ) ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Approved',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,895,ShipmentException,Create,"created_by=dr_user, ||         ) ||         shipment.tapes.add(tape) ||         exception = ShipmentException.objects.create( ||             exception_id='EXC-APPROVE-001', ||             shipment=shipment,",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_admin_can_approve_close_exception_request,904,ExceptionCloseRequest,Create,"reported_by=dr_user, ||             status='Investigating', ||         ) ||         close_request = ExceptionCloseRequest.objects.create( ||             exception=exception, ||             requested_by=dr_user,",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_admin_form_exposes_vehicle_number_for_courier_users,957,Group,Create,"self.assertEqual(response.status_code, 200) ||  ||     def test_admin_form_exposes_vehicle_number_for_courier_users(self): ||         courier_group = Group.objects.create(name='Courier') ||         form = CustomUserAdminForm(data={ ||             'username': 'courier-admin-user',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_open_exception_investigation_endpoint_returns_comprehensive_payload,975,BankBranch,Create,"class ExceptionInvestigationApiTests(TestCase): ||     def test_open_exception_investigation_endpoint_returns_comprehensive_payload(self): ||         branch = BankBranch.objects.create(branch_code='KLA-001', branch_name='Kampala Branch', status='Active') ||         dr_group = Group.objects.create(name='DR Team') ||         user = get_user_model().objects.create_user(",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_open_exception_investigation_endpoint_returns_comprehensive_payload,976,BankBranch,Create,"class ExceptionInvestigationApiTests(TestCase): ||     def test_open_exception_investigation_endpoint_returns_comprehensive_payload(self): ||         branch = BankBranch.objects.create(branch_code='KLA-001', branch_name='Kampala Branch', status='Active') ||         dr_group = Group.objects.create(name='DR Team') ||         user = get_user_model().objects.create_user( ||             username='investigator',",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_open_exception_investigation_endpoint_returns_comprehensive_payload,985,Tape,Create,"assigned_branch=branch, ||         ) ||         user.groups.add(dr_group) ||         tape = Tape.objects.create( ||             volser='TAPE-INV-001', ||             barcode='BC-INV-001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
